node,device_type,timestamp,V,I,P,Q,kwh
node3,residential,2025-01-05 03:00:00,232.52,0.001,0.23,0.09,0.0578
node3,residential,2025-01-05 03:15:00,228.61,0.001,0.32,0.15,0.0807
node3,residential,2025-01-05 03:30:00,219.59,0.002,0.34,0.14,0.0855
node3,residential,2025-01-05 03:45:00,229.07,0.002,0.37,0.22,0.092
node3,residential,2025-01-05 04:00:00,219.82,0.002,0.49,0.24,0.122
node3,residential,2025-01-05 04:15:00,218.8,0.002,0.44,0.22,0.1101
node3,residential,2025-01-05 04:30:00,222.0,0.001,0.33,0.14,0.0827
node3,residential,2025-01-05 04:45:00,235.51,0.002,0.45,0.19,0.1118
node3,residential,2025-01-05 05:00:00,228.17,0.002,0.45,0.21,0.1131
node3,residential,2025-01-05 05:15:00,229.1,0.002,0.49,0.27,0.1213
node3,residential,2025-01-05 05:30:00,236.29,0.002,0.48,0.24,0.1192
node3,residential,2025-01-05 05:45:00,221.87,0.002,0.43,0.23,0.1078
node3,residential,2025-01-05 06:00:00,227.1,0.005,1.08,0.52,0.2698
node3,residential,2025-01-05 06:15:00,228.0,0.005,1.17,0.59,0.2915
node3,residential,2025-01-05 06:30:00,235.11,0.004,1.01,0.48,0.2531
node3,residential,2025-01-05 06:45:00,236.94,0.003,0.82,0.39,0.2058
node3,residential,2025-01-05 07:00:00,240.76,0.004,0.86,0.4,0.214
node3,residential,2025-01-05 07:15:00,225.68,0.004,0.91,0.42,0.2286
node3,residential,2025-01-05 07:30:00,237.48,0.005,1.08,0.53,0.2691
node3,residential,2025-01-05 07:45:00,236.26,0.004,0.89,0.43,0.2216
node3,residential,2025-01-05 08:00:00,237.51,0.003,0.83,0.39,0.2078
node3,residential,2025-01-05 08:15:00,230.53,0.005,1.15,0.56,0.288
node3,residential,2025-01-05 08:30:00,237.35,0.005,1.11,0.54,0.2777
node3,residential,2025-01-05 08:45:00,228.24,0.005,1.09,0.53,0.2713
node3,residential,2025-01-05 09:00:00,238.84,0.002,0.48,0.25,0.1208
node3,residential,2025-01-05 09:15:00,231.35,0.001,0.22,0.09,0.0547
node3,residential,2025-01-05 09:30:00,227.53,0.001,0.3,0.16,0.0743
node3,residential,2025-01-05 09:45:00,222.0,0.001,0.29,0.15,0.0731
node3,residential,2025-01-05 10:00:00,226.18,0.002,0.41,0.17,0.1021
node3,residential,2025-01-05 10:15:00,236.33,0.002,0.49,0.26,0.1214
node3,residential,2025-01-05 10:30:00,241.15,0.002,0.48,0.26,0.1196
node3,residential,2025-01-05 10:45:00,232.6,0.002,0.38,0.18,0.0945
node3,residential,2025-01-05 11:00:00,233.04,0.002,0.46,0.23,0.1161
node3,residential,2025-01-05 11:15:00,241.16,0.002,0.37,0.19,0.0924
node3,residential,2025-01-05 11:30:00,225.47,0.002,0.43,0.21,0.1076
node3,residential,2025-01-05 11:45:00,229.05,0.001,0.25,0.14,0.0635
node3,residential,2025-01-05 12:00:00,232.0,0.001,0.26,0.13,0.0654
node3,residential,2025-01-05 12:15:00,234.58,0.002,0.5,0.24,0.1239
node3,residential,2025-01-05 12:30:00,238.22,0.001,0.33,0.14,0.083
node3,residential,2025-01-05 12:45:00,233.12,0.001,0.26,0.11,0.0642
node3,residential,2025-01-05 13:00:00,230.75,0.002,0.37,0.18,0.0936
node3,residential,2025-01-05 13:15:00,222.56,0.002,0.46,0.21,0.114
node3,residential,2025-01-05 13:30:00,228.96,0.001,0.21,0.14,0.052
node3,residential,2025-01-05 13:45:00,235.55,0.001,0.32,0.12,0.0811
node3,residential,2025-01-05 14:00:00,236.32,0.002,0.39,0.14,0.0986
node3,residential,2025-01-05 14:15:00,221.83,0.002,0.42,0.21,0.1058
node3,residential,2025-01-05 14:30:00,221.68,0.001,0.21,0.14,0.0515
node3,residential,2025-01-05 14:45:00,240.37,0.002,0.43,0.2,0.1073
node3,residential,2025-01-05 15:00:00,233.16,0.001,0.21,0.09,0.0514
node3,residential,2025-01-05 15:15:00,237.78,0.001,0.22,0.13,0.0559
node3,residential,2025-01-05 15:30:00,220.44,0.002,0.43,0.19,0.1086
node3,residential,2025-01-05 15:45:00,231.31,0.002,0.37,0.17,0.0923
node3,residential,2025-01-05 16:00:00,226.61,0.002,0.34,0.15,0.0851
node3,residential,2025-01-05 16:15:00,233.73,0.001,0.22,0.1,0.0556
node3,residential,2025-01-05 16:30:00,236.02,0.002,0.49,0.26,0.1231
node3,residential,2025-01-05 16:45:00,232.99,0.002,0.48,0.25,0.1195
node3,residential,2025-01-05 17:00:00,218.61,0.002,0.5,0.23,0.1238
node3,residential,2025-01-05 17:15:00,226.48,0.001,0.23,0.12,0.0574
node3,residential,2025-01-05 17:30:00,227.47,0.002,0.36,0.16,0.0907
node3,residential,2025-01-05 17:45:00,223.93,0.002,0.38,0.2,0.0958
node3,residential,2025-01-05 18:00:00,219.03,0.006,1.32,0.64,0.3291
node3,residential,2025-01-05 18:15:00,226.91,0.005,1.02,0.53,0.2556
node3,residential,2025-01-05 18:30:00,222.87,0.005,1.05,0.49,0.2615
node3,residential,2025-01-05 18:45:00,239.93,0.004,0.98,0.45,0.2459
node3,residential,2025-01-05 19:00:00,227.96,0.007,1.49,0.75,0.373
node3,residential,2025-01-05 19:15:00,230.64,0.005,1.25,0.6,0.3128
node3,residential,2025-01-05 19:30:00,225.51,0.005,1.07,0.54,0.2684
node3,residential,2025-01-05 19:45:00,225.48,0.006,1.41,0.65,0.3527
node3,residential,2025-01-05 20:00:00,230.68,0.006,1.47,0.72,0.3663
node3,residential,2025-01-05 20:15:00,231.83,0.006,1.43,0.71,0.3582
node3,residential,2025-01-05 20:30:00,219.24,0.005,1.15,0.57,0.2874
node3,residential,2025-01-05 20:45:00,220.37,0.005,1.05,0.52,0.2613
node3,residential,2025-01-05 21:00:00,240.39,0.005,1.12,0.54,0.281
node3,residential,2025-01-05 21:15:00,222.05,0.005,1.17,0.55,0.2916
node3,residential,2025-01-05 21:30:00,222.75,0.005,1.21,0.6,0.3018
node3,residential,2025-01-05 21:45:00,222.27,0.006,1.23,0.62,0.3083
node3,residential,2025-01-05 22:00:00,229.94,0.001,0.2,0.06,0.0504
node3,residential,2025-01-05 22:15:00,221.06,0.001,0.25,0.12,0.0626
node3,residential,2025-01-05 22:30:00,219.89,0.002,0.34,0.16,0.0856
node3,residential,2025-01-05 22:45:00,241.48,0.001,0.21,0.09,0.0513
node3,residential,2025-01-05 23:00:00,218.84,0.002,0.42,0.17,0.1039
node3,residential,2025-01-05 23:15:00,222.67,0.001,0.32,0.17,0.0809
node3,residential,2025-01-05 23:30:00,238.37,0.001,0.32,0.17,0.079
node3,residential,2025-01-05 23:45:00,233.26,0.001,0.31,0.16,0.0772
node3,residential,2025-01-06 00:00:00,237.41,0.001,0.31,0.14,0.0776
node3,residential,2025-01-06 00:15:00,237.73,0.001,0.2,0.13,0.0502
node3,residential,2025-01-06 00:30:00,220.6,0.001,0.2,0.11,0.0508
node3,residential,2025-01-06 00:45:00,232.21,0.002,0.4,0.17,0.1007
node3,residential,2025-01-06 01:00:00,222.03,0.001,0.32,0.17,0.081
node3,residential,2025-01-06 01:15:00,220.53,0.002,0.46,0.25,0.1146
node3,residential,2025-01-06 01:30:00,230.77,0.002,0.41,0.2,0.1022
node3,residential,2025-01-06 01:45:00,227.62,0.002,0.44,0.23,0.1112
node3,residential,2025-01-06 02:00:00,228.87,0.001,0.3,0.14,0.0757
node3,residential,2025-01-06 02:15:00,220.74,0.002,0.39,0.25,0.0965
node3,residential,2025-01-06 02:30:00,223.71,0.001,0.32,0.18,0.0794
node3,residential,2025-01-06 02:45:00,226.11,0.002,0.34,0.18,0.0859
node3,residential,2025-01-06 03:00:00,221.41,0.002,0.43,0.22,0.1079
node3,residential,2025-01-06 03:15:00,227.42,0.002,0.42,0.22,0.1061
node3,residential,2025-01-06 03:30:00,226.11,0.002,0.46,0.19,0.1158
node3,residential,2025-01-06 03:45:00,235.73,0.002,0.45,0.22,0.1137
node3,residential,2025-01-06 04:00:00,237.59,0.001,0.28,0.13,0.0712
node3,residential,2025-01-06 04:15:00,221.83,0.002,0.4,0.2,0.0993
node3,residential,2025-01-06 04:30:00,219.47,0.001,0.3,0.12,0.0751
node3,residential,2025-01-06 04:45:00,231.52,0.001,0.32,0.17,0.0812
node3,residential,2025-01-06 05:00:00,238.51,0.001,0.27,0.17,0.0666
node3,residential,2025-01-06 05:15:00,236.22,0.002,0.49,0.26,0.1234
node3,residential,2025-01-06 05:30:00,241.17,0.001,0.24,0.16,0.0604
node3,residential,2025-01-06 05:45:00,231.72,0.002,0.44,0.25,0.1109
node3,residential,2025-01-06 06:00:00,239.12,0.004,1.05,0.49,0.2613
node3,residential,2025-01-06 06:15:00,223.71,0.004,0.89,0.47,0.2222
node3,residential,2025-01-06 06:30:00,228.0,0.005,1.18,0.58,0.2939
node3,residential,2025-01-06 06:45:00,221.32,0.005,1.09,0.48,0.2713
node3,residential,2025-01-06 07:00:00,233.57,0.004,0.91,0.44,0.2285
node3,residential,2025-01-06 07:15:00,226.45,0.005,1.19,0.58,0.2966
node3,residential,2025-01-06 07:30:00,239.04,0.004,0.91,0.42,0.2267
node3,residential,2025-01-06 07:45:00,226.14,0.005,1.04,0.51,0.2608
node3,residential,2025-01-06 08:00:00,239.93,0.004,1.07,0.5,0.2675
node3,residential,2025-01-06 08:15:00,230.89,0.004,0.82,0.4,0.2038
node3,residential,2025-01-06 08:30:00,233.83,0.005,1.17,0.6,0.2929
node3,residential,2025-01-06 08:45:00,224.47,0.004,0.89,0.41,0.2223
node3,residential,2025-01-06 09:00:00,234.6,0.001,0.31,0.16,0.078
node3,residential,2025-01-06 09:15:00,227.79,0.002,0.44,0.22,0.1106
node3,residential,2025-01-06 09:30:00,230.22,0.001,0.32,0.17,0.0806
node3,residential,2025-01-06 09:45:00,229.62,0.001,0.28,0.16,0.0706
node3,residential,2025-01-06 10:00:00,239.25,0.001,0.3,0.15,0.0757
node3,residential,2025-01-06 10:15:00,229.45,0.001,0.28,0.14,0.0706
node3,residential,2025-01-06 10:30:00,240.44,0.001,0.24,0.13,0.0598
node3,residential,2025-01-06 10:45:00,229.29,0.001,0.23,0.1,0.0581
node3,residential,2025-01-06 11:00:00,235.05,0.002,0.37,0.15,0.0935
node3,residential,2025-01-06 11:15:00,230.06,0.001,0.25,0.1,0.063
node3,residential,2025-01-06 11:30:00,230.49,0.001,0.34,0.16,0.0851
node3,residential,2025-01-06 11:45:00,226.2,0.001,0.34,0.19,0.0845
node3,residential,2025-01-06 12:00:00,238.2,0.001,0.2,0.1,0.0511
node3,residential,2025-01-06 12:15:00,228.47,0.002,0.37,0.18,0.0926
node3,residential,2025-01-06 12:30:00,221.09,0.002,0.46,0.22,0.1152
node3,residential,2025-01-06 12:45:00,234.76,0.001,0.28,0.16,0.0698
node3,residential,2025-01-06 13:00:00,236.99,0.002,0.5,0.27,0.124
node3,residential,2025-01-06 13:15:00,236.6,0.001,0.3,0.15,0.0762
node3,residential,2025-01-06 13:30:00,237.21,0.002,0.45,0.23,0.1118
node3,residential,2025-01-06 13:45:00,232.23,0.001,0.3,0.11,0.0761
node3,residential,2025-01-06 14:00:00,240.11,0.001,0.22,0.09,0.0541
node3,residential,2025-01-06 14:15:00,221.93,0.001,0.32,0.14,0.08
node3,residential,2025-01-06 14:30:00,236.06,0.001,0.21,0.1,0.0519
node3,residential,2025-01-06 14:45:00,238.02,0.001,0.28,0.14,0.07
node3,residential,2025-01-06 15:00:00,231.12,0.002,0.5,0.26,0.1242
node3,residential,2025-01-06 15:15:00,223.75,0.001,0.31,0.14,0.0769
node3,residential,2025-01-06 15:30:00,227.52,0.002,0.45,0.2,0.1123
node3,residential,2025-01-06 15:45:00,219.09,0.002,0.36,0.19,0.0904
node3,residential,2025-01-06 16:00:00,230.06,0.001,0.28,0.13,0.0697
node3,residential,2025-01-06 16:15:00,233.99,0.001,0.28,0.13,0.07
node3,residential,2025-01-06 16:30:00,235.66,0.001,0.31,0.15,0.0782
node3,residential,2025-01-06 16:45:00,231.59,0.001,0.33,0.18,0.082
node3,residential,2025-01-06 17:00:00,227.45,0.001,0.33,0.19,0.0832
node3,residential,2025-01-06 17:15:00,240.64,0.002,0.42,0.22,0.1061
node3,residential,2025-01-06 17:30:00,232.88,0.002,0.39,0.16,0.0963
node3,residential,2025-01-06 17:45:00,230.02,0.001,0.32,0.17,0.0798
node3,residential,2025-01-06 18:00:00,225.47,0.006,1.33,0.67,0.3327
node3,residential,2025-01-06 18:15:00,239.35,0.004,1.01,0.48,0.2516
node3,residential,2025-01-06 18:30:00,236.87,0.006,1.48,0.71,0.3688
node3,residential,2025-01-06 18:45:00,219.19,0.006,1.41,0.69,0.3522
node3,residential,2025-01-06 19:00:00,233.04,0.005,1.12,0.54,0.2788
node3,residential,2025-01-06 19:15:00,236.78,0.005,1.15,0.54,0.2873
node3,residential,2025-01-06 19:30:00,231.99,0.006,1.32,0.64,0.3311
node3,residential,2025-01-06 19:45:00,226.08,0.004,0.98,0.46,0.2458
node3,residential,2025-01-06 20:00:00,219.02,0.004,0.95,0.47,0.2379
node3,residential,2025-01-06 20:15:00,223.2,0.005,1.08,0.55,0.2707
node3,residential,2025-01-06 20:30:00,225.17,0.005,1.06,0.53,0.266
node3,residential,2025-01-06 20:45:00,226.91,0.006,1.32,0.63,0.3289
node3,residential,2025-01-06 21:00:00,237.76,0.005,1.28,0.63,0.3189
node3,residential,2025-01-06 21:15:00,223.88,0.005,1.06,0.48,0.2651
node3,residential,2025-01-06 21:30:00,223.99,0.004,0.98,0.47,0.2439
node3,residential,2025-01-06 21:45:00,221.26,0.005,1.05,0.54,0.2626
node3,residential,2025-01-06 22:00:00,228.41,0.001,0.28,0.14,0.0711
node3,residential,2025-01-06 22:15:00,224.78,0.002,0.34,0.17,0.0845
node3,residential,2025-01-06 22:30:00,240.2,0.001,0.23,0.13,0.0572
node3,residential,2025-01-06 22:45:00,232.44,0.002,0.38,0.22,0.096
node3,residential,2025-01-06 23:00:00,235.9,0.001,0.31,0.16,0.0783
node3,residential,2025-01-06 23:15:00,235.47,0.002,0.4,0.19,0.0993
node3,residential,2025-01-06 23:30:00,238.7,0.002,0.42,0.2,0.1049
node3,residential,2025-01-06 23:45:00,230.57,0.001,0.27,0.11,0.0671
node3,residential,2025-01-07 00:00:00,219.67,0.002,0.42,0.18,0.1052
node3,residential,2025-01-07 00:15:00,227.64,0.002,0.47,0.18,0.1167
node3,residential,2025-01-07 00:30:00,233.37,0.001,0.35,0.14,0.0869
node3,residential,2025-01-07 00:45:00,218.79,0.001,0.28,0.13,0.0694
node3,residential,2025-01-07 01:00:00,228.89,0.002,0.43,0.2,0.1069
node3,residential,2025-01-07 01:15:00,235.08,0.002,0.36,0.18,0.0905
node3,residential,2025-01-07 01:30:00,235.53,0.001,0.26,0.12,0.0646
node3,residential,2025-01-07 01:45:00,234.71,0.002,0.46,0.23,0.1158
node3,residential,2025-01-07 02:00:00,224.26,0.001,0.3,0.16,0.0745
node3,residential,2025-01-07 02:15:00,224.29,0.002,0.35,0.2,0.0868
node3,residential,2025-01-07 02:30:00,236.99,0.002,0.47,0.25,0.118
node3,residential,2025-01-07 02:45:00,224.36,0.001,0.21,0.11,0.053
node3,residential,2025-01-07 03:00:00,223.38,0.002,0.36,0.2,0.089
node3,residential,2025-01-07 03:15:00,232.64,0.001,0.3,0.13,0.074
node3,residential,2025-01-07 03:30:00,239.56,0.001,0.34,0.17,0.0861
node3,residential,2025-01-07 03:45:00,239.12,0.002,0.39,0.13,0.0984
node3,residential,2025-01-07 04:00:00,235.16,0.001,0.33,0.17,0.083
node3,residential,2025-01-07 04:15:00,227.35,0.002,0.47,0.19,0.1177
node3,residential,2025-01-07 04:30:00,241.1,0.002,0.43,0.22,0.1087
node3,residential,2025-01-07 04:45:00,231.95,0.001,0.28,0.15,0.069
node3,residential,2025-01-07 05:00:00,219.53,0.002,0.41,0.2,0.1036
node3,residential,2025-01-07 05:15:00,241.33,0.001,0.26,0.11,0.0648
node3,residential,2025-01-07 05:30:00,226.73,0.002,0.41,0.2,0.1027
node3,residential,2025-01-07 05:45:00,219.92,0.002,0.36,0.2,0.0911
node3,residential,2025-01-07 06:00:00,227.11,0.004,0.97,0.47,0.2434
node3,residential,2025-01-07 06:15:00,237.74,0.005,1.2,0.59,0.3
node3,residential,2025-01-07 06:30:00,221.56,0.004,0.86,0.38,0.2149
node3,residential,2025-01-07 06:45:00,232.4,0.004,0.99,0.47,0.2467
node3,residential,2025-01-07 07:00:00,230.11,0.004,0.95,0.44,0.2384
node3,residential,2025-01-07 07:15:00,221.54,0.005,1.17,0.56,0.2932
node3,residential,2025-01-07 07:30:00,240.57,0.005,1.14,0.6,0.2856
node3,residential,2025-01-07 07:45:00,226.91,0.005,1.18,0.57,0.2958
node3,residential,2025-01-07 08:00:00,225.39,0.005,1.13,0.54,0.2819
node3,residential,2025-01-07 08:15:00,239.53,0.003,0.82,0.4,0.2058
node3,residential,2025-01-07 08:30:00,232.95,0.004,0.99,0.45,0.2481
node3,residential,2025-01-07 08:45:00,235.6,0.004,0.96,0.48,0.2401
node3,residential,2025-01-07 09:00:00,228.38,0.001,0.23,0.05,0.0587
node3,residential,2025-01-07 09:15:00,225.99,0.002,0.38,0.19,0.0947
node3,residential,2025-01-07 09:30:00,219.55,0.001,0.32,0.17,0.0805
node3,residential,2025-01-07 09:45:00,238.23,0.002,0.45,0.22,0.1123
node3,residential,2025-01-07 10:00:00,235.44,0.002,0.49,0.23,0.1224
node3,residential,2025-01-07 10:15:00,219.89,0.002,0.39,0.19,0.0973
node3,residential,2025-01-07 10:30:00,223.02,0.001,0.21,0.08,0.0534
node3,residential,2025-01-07 10:45:00,235.8,0.002,0.43,0.22,0.1084
node3,residential,2025-01-07 11:00:00,227.69,0.001,0.24,0.14,0.0601
node3,residential,2025-01-07 11:15:00,229.76,0.001,0.26,0.1,0.0651
node3,residential,2025-01-07 11:30:00,222.81,0.002,0.49,0.23,0.1226
node3,residential,2025-01-07 11:45:00,225.56,0.001,0.27,0.14,0.067
node3,residential,2025-01-07 12:00:00,227.94,0.002,0.47,0.23,0.1173
node3,residential,2025-01-07 12:15:00,222.1,0.002,0.48,0.25,0.1196
node3,residential,2025-01-07 12:30:00,235.52,0.001,0.2,0.1,0.0511
node3,residential,2025-01-07 12:45:00,225.37,0.001,0.3,0.13,0.0751
node3,residential,2025-01-07 13:00:00,239.8,0.001,0.24,0.12,0.0608
node3,residential,2025-01-07 13:15:00,226.19,0.002,0.46,0.22,0.1161
node3,residential,2025-01-07 13:30:00,227.67,0.001,0.22,0.07,0.0545
node3,residential,2025-01-07 13:45:00,226.13,0.001,0.32,0.16,0.0797
node3,residential,2025-01-07 14:00:00,223.02,0.002,0.44,0.22,0.1105
node3,residential,2025-01-07 14:15:00,232.04,0.002,0.45,0.19,0.1128
node3,residential,2025-01-07 14:30:00,221.47,0.002,0.41,0.2,0.1018
node3,residential,2025-01-07 14:45:00,237.12,0.001,0.35,0.22,0.0879
node3,residential,2025-01-07 15:00:00,236.17,0.002,0.44,0.18,0.1097
node3,residential,2025-01-07 15:15:00,227.35,0.002,0.37,0.17,0.0929
node3,residential,2025-01-07 15:30:00,221.8,0.001,0.23,0.11,0.0566
node3,residential,2025-01-07 15:45:00,222.2,0.001,0.21,0.09,0.0519
node3,residential,2025-01-07 16:00:00,241.46,0.002,0.47,0.26,0.118
node3,residential,2025-01-07 16:15:00,229.16,0.002,0.39,0.19,0.0965
node3,residential,2025-01-07 16:30:00,224.69,0.001,0.22,0.09,0.0547
node3,residential,2025-01-07 16:45:00,233.04,0.002,0.44,0.21,0.1107
node3,residential,2025-01-07 17:00:00,222.75,0.002,0.38,0.19,0.0961
node3,residential,2025-01-07 17:15:00,239.6,0.002,0.4,0.18,0.1008
node3,residential,2025-01-07 17:30:00,240.62,0.002,0.38,0.19,0.0946
node3,residential,2025-01-07 17:45:00,235.53,0.002,0.35,0.19,0.0884
node3,residential,2025-01-07 18:00:00,223.55,0.005,1.14,0.56,0.2854
node3,residential,2025-01-07 18:15:00,228.5,0.004,0.97,0.46,0.243
node3,residential,2025-01-07 18:30:00,241.32,0.005,1.29,0.66,0.3236
node3,residential,2025-01-07 18:45:00,238.41,0.004,1.02,0.51,0.2545
node3,residential,2025-01-07 19:00:00,224.71,0.005,1.18,0.61,0.2955
node3,residential,2025-01-07 19:15:00,219.19,0.006,1.31,0.62,0.3279
node3,residential,2025-01-07 19:30:00,219.18,0.005,1.15,0.54,0.2878
node3,residential,2025-01-07 19:45:00,234.08,0.006,1.36,0.64,0.3395
node3,residential,2025-01-07 20:00:00,230.92,0.005,1.13,0.54,0.2832
node3,residential,2025-01-07 20:15:00,240.14,0.004,0.97,0.46,0.2414
node3,residential,2025-01-07 20:30:00,228.37,0.005,1.15,0.61,0.2874
node3,residential,2025-01-07 20:45:00,236.77,0.005,1.15,0.56,0.2887
node3,residential,2025-01-07 21:00:00,222.92,0.007,1.49,0.75,0.3727
node3,residential,2025-01-07 21:15:00,224.41,0.005,1.22,0.6,0.3039
node3,residential,2025-01-07 21:30:00,227.83,0.005,1.23,0.61,0.3085
node3,residential,2025-01-07 21:45:00,238.22,0.006,1.4,0.68,0.3494
node3,residential,2025-01-07 22:00:00,238.77,0.001,0.3,0.16,0.0757
node3,residential,2025-01-07 22:15:00,222.44,0.001,0.26,0.11,0.0646
node3,residential,2025-01-07 22:30:00,222.05,0.001,0.23,0.1,0.0586
node3,residential,2025-01-07 22:45:00,227.61,0.001,0.32,0.16,0.0796
node3,residential,2025-01-07 23:00:00,233.47,0.001,0.24,0.1,0.061
node3,residential,2025-01-07 23:15:00,225.92,0.002,0.49,0.25,0.1232
node3,residential,2025-01-07 23:30:00,221.56,0.002,0.38,0.15,0.095
node3,residential,2025-01-07 23:45:00,221.8,0.001,0.31,0.15,0.0766
node3,residential,2025-01-08 00:00:00,239.73,0.002,0.37,0.17,0.0918
node3,residential,2025-01-08 00:15:00,239.61,0.002,0.4,0.2,0.0998
node3,residential,2025-01-08 00:30:00,227.93,0.001,0.27,0.17,0.0664
node3,residential,2025-01-08 00:45:00,225.02,0.002,0.45,0.23,0.1113
node3,residential,2025-01-08 01:00:00,239.77,0.002,0.38,0.14,0.0946
node3,residential,2025-01-08 01:15:00,231.69,0.002,0.43,0.18,0.1066
node3,residential,2025-01-08 01:30:00,231.8,0.002,0.43,0.22,0.1071
node3,residential,2025-01-08 01:45:00,231.06,0.001,0.29,0.14,0.0716
node3,residential,2025-01-08 02:00:00,231.22,0.002,0.42,0.18,0.1051
node3,residential,2025-01-08 02:15:00,238.3,0.002,0.44,0.19,0.1096
node3,residential,2025-01-08 02:30:00,241.43,0.002,0.41,0.19,0.1023
node3,residential,2025-01-08 02:45:00,225.38,0.002,0.41,0.22,0.1033
node3,residential,2025-01-08 03:00:00,230.02,0.002,0.4,0.22,0.1012
node3,residential,2025-01-08 03:15:00,224.95,0.002,0.5,0.23,0.1239
node3,residential,2025-01-08 03:30:00,228.98,0.002,0.36,0.14,0.0897
node3,residential,2025-01-08 03:45:00,234.5,0.002,0.36,0.18,0.0889
node3,residential,2025-01-08 04:00:00,240.91,0.001,0.24,0.11,0.0612
node3,residential,2025-01-08 04:15:00,223.1,0.002,0.35,0.15,0.0871
node3,residential,2025-01-08 04:30:00,239.94,0.001,0.25,0.12,0.0636
node3,residential,2025-01-08 04:45:00,228.89,0.001,0.25,0.12,0.0627
node3,residential,2025-01-08 05:00:00,232.24,0.002,0.47,0.22,0.1176
node3,residential,2025-01-08 05:15:00,236.39,0.001,0.27,0.12,0.0685
node3,residential,2025-01-08 05:30:00,236.42,0.001,0.21,0.08,0.0528
node3,residential,2025-01-08 05:45:00,233.33,0.002,0.36,0.2,0.0888
node3,residential,2025-01-08 06:00:00,222.84,0.004,0.83,0.36,0.208
node3,residential,2025-01-08 06:15:00,229.09,0.005,1.14,0.55,0.2858
node3,residential,2025-01-08 06:30:00,222.1,0.004,0.87,0.4,0.2168
node3,residential,2025-01-08 06:45:00,232.58,0.005,1.17,0.54,0.2936
node3,residential,2025-01-08 07:00:00,218.97,0.004,0.95,0.46,0.2366
node3,residential,2025-01-08 07:15:00,220.67,0.005,1.11,0.55,0.2782
node3,residential,2025-01-08 07:30:00,235.56,0.004,1.03,0.5,0.2578
node3,residential,2025-01-08 07:45:00,237.78,0.004,0.91,0.43,0.2271
node3,residential,2025-01-08 08:00:00,227.86,0.005,1.15,0.55,0.2866
node3,residential,2025-01-08 08:15:00,239.93,0.004,0.93,0.46,0.2317
node3,residential,2025-01-08 08:30:00,231.77,0.004,0.92,0.43,0.2302
node3,residential,2025-01-08 08:45:00,221.04,0.004,0.98,0.47,0.2444
node3,residential,2025-01-08 09:00:00,218.57,0.002,0.42,0.22,0.1055
node3,residential,2025-01-08 09:15:00,218.65,0.002,0.46,0.23,0.1162
node3,residential,2025-01-08 09:30:00,222.32,0.002,0.44,0.2,0.1104
node3,residential,2025-01-08 09:45:00,219.11,0.001,0.3,0.16,0.0759
node3,residential,2025-01-08 10:00:00,221.78,0.002,0.44,0.22,0.1104
node3,residential,2025-01-08 10:15:00,226.79,0.002,0.46,0.25,0.1147
node3,residential,2025-01-08 10:30:00,219.96,0.002,0.41,0.22,0.1034
node3,residential,2025-01-08 10:45:00,233.82,0.001,0.21,0.1,0.0521
node3,residential,2025-01-08 11:00:00,231.54,0.002,0.36,0.17,0.0895
node3,residential,2025-01-08 11:15:00,237.8,0.001,0.21,0.1,0.0535
node3,residential,2025-01-08 11:30:00,237.94,0.001,0.33,0.15,0.0827
node3,residential,2025-01-08 11:45:00,236.14,0.001,0.32,0.18,0.0807
node3,residential,2025-01-08 12:00:00,223.77,0.002,0.48,0.24,0.1193
node3,residential,2025-01-08 12:15:00,228.74,0.001,0.22,0.11,0.0546
node3,residential,2025-01-08 12:30:00,230.34,0.002,0.35,0.18,0.0873
node3,residential,2025-01-08 12:45:00,238.85,0.002,0.44,0.23,0.1106
node3,residential,2025-01-08 13:00:00,224.56,0.002,0.42,0.22,0.105
node3,residential,2025-01-08 13:15:00,228.79,0.001,0.33,0.15,0.0823
node3,residential,2025-01-08 13:30:00,239.71,0.001,0.21,0.09,0.0526
node3,residential,2025-01-08 13:45:00,230.33,0.002,0.48,0.25,0.119
node3,residential,2025-01-08 14:00:00,236.35,0.001,0.28,0.13,0.0696
node3,residential,2025-01-08 14:15:00,219.94,0.002,0.49,0.25,0.1214
node3,residential,2025-01-08 14:30:00,230.76,0.002,0.46,0.26,0.1158
node3,residential,2025-01-08 14:45:00,241.37,0.001,0.21,0.07,0.0527
node3,residential,2025-01-08 15:00:00,237.09,0.002,0.4,0.16,0.0992
node3,residential,2025-01-08 15:15:00,229.05,0.002,0.48,0.23,0.1204
node3,residential,2025-01-08 15:30:00,237.5,0.002,0.49,0.19,0.1224
node3,residential,2025-01-08 15:45:00,220.97,0.001,0.21,0.08,0.0537
node3,residential,2025-01-08 16:00:00,238.21,0.002,0.36,0.17,0.091
node3,residential,2025-01-08 16:15:00,228.93,0.002,0.37,0.15,0.0931
node3,residential,2025-01-08 16:30:00,239.03,0.001,0.34,0.18,0.0842
node3,residential,2025-01-08 16:45:00,226.6,0.002,0.42,0.21,0.1043
node3,residential,2025-01-08 17:00:00,231.9,0.001,0.24,0.11,0.0592
node3,residential,2025-01-08 17:15:00,227.59,0.002,0.35,0.2,0.0875
node3,residential,2025-01-08 17:30:00,229.39,0.001,0.3,0.15,0.075
node3,residential,2025-01-08 17:45:00,231.76,0.001,0.26,0.15,0.0659
node3,residential,2025-01-08 18:00:00,218.7,0.005,1.19,0.57,0.2982
node3,residential,2025-01-08 18:15:00,239.12,0.005,1.25,0.63,0.3119
